frequency;V(/OPA858/VOUT) (phase);V(/OPA858/VOUT) (gain);
98.6279;-0.000302492;140.001;
98.8553;-0.00030319;140.001;
99.0832;-0.000303889;140.001;
99.3116;-0.000304589;140.001;
99.5405;-0.000305291;140.001;
99.77;-0.000305995;140.001;
100;-0.0003067;140.001;
100.231;-0.000307407;140.001;
100.462;-0.000308116;140.001;
100.693;-0.000308826;140.001;
100.925;-0.000309538;140.001;
101.158;-0.000310252;140.001;
101.391;-0.000310967;140.001;
101.625;-0.000311684;140.001;
101.859;-0.000312402;140.001;
102.094;-0.000313123;140.001;
102.329;-0.000313844;140.001;
102.565;-0.000314568;140.001;
102.802;-0.000315293;140.001;
103.039;-0.00031602;140.001;
103.276;-0.000316748;140.001;
103.514;-0.000317479;140.001;
103.753;-0.00031821;140.001;
103.992;-0.000318944;140.001;
104.232;-0.000319679;140.001;
104.472;-0.000320416;140.001;
104.713;-0.000321155;140.001;
104.954;-0.000321895;140.001;
105.196;-0.000322637;140.001;
105.439;-0.000323381;140.001;
105.682;-0.000324126;140.001;
105.925;-0.000324874;140.001;
106.17;-0.000325622;140.001;
106.414;-0.000326373;140.001;
106.66;-0.000327125;140.001;
106.905;-0.00032788;140.001;
107.152;-0.000328635;140.001;
107.399;-0.000329393;140.001;
107.647;-0.000330152;140.001;
107.895;-0.000330913;140.001;
108.143;-0.000331676;140.001;
108.393;-0.000332441;140.001;
108.643;-0.000333207;140.001;
108.893;-0.000333975;140.001;
109.144;-0.000334745;140.001;
109.396;-0.000335517;140.001;
109.648;-0.00033629;140.001;
109.901;-0.000337066;140.001;
110.154;-0.000337843;140.001;
110.408;-0.000338621;140.001;
110.662;-0.000339402;140.001;
110.917;-0.000340184;140.001;
111.173;-0.000340969;140.001;
111.429;-0.000341755;140.001;
111.686;-0.000342542;140.001;
111.944;-0.000343332;140.001;
112.202;-0.000344124;140.001;
112.46;-0.000344917;140.001;
112.72;-0.000345712;140.001;
112.98;-0.000346509;140.001;
113.24;-0.000347308;140.001;
113.501;-0.000348108;140.001;
113.763;-0.000348911;140.001;
114.025;-0.000349715;140.001;
114.288;-0.000350521;140.001;
114.551;-0.000351329;140.001;
114.815;-0.000352139;140.001;
115.08;-0.000352951;140.001;
115.345;-0.000353765;140.001;
115.611;-0.00035458;140.001;
115.878;-0.000355397;140.001;
116.145;-0.000356217;140.001;
116.413;-0.000357038;140.001;
116.681;-0.000357861;140.001;
116.95;-0.000358686;140.001;
117.22;-0.000359513;140.001;
117.49;-0.000360342;140.001;
117.761;-0.000361172;140.001;
118.032;-0.000362005;140.001;
118.304;-0.000362839;140.001;
118.577;-0.000363676;140.001;
118.85;-0.000364514;140.001;
119.124;-0.000365354;140.001;
119.399;-0.000366197;140.001;
119.674;-0.000367041;140.001;
119.95;-0.000367887;140.001;
120.226;-0.000368735;140.001;
120.504;-0.000369585;140.001;
120.781;-0.000370437;140.001;
121.06;-0.000371291;140.001;
121.339;-0.000372147;140.001;
121.619;-0.000373005;140.001;
121.899;-0.000373865;140.001;
122.18;-0.000374726;140.001;
122.462;-0.00037559;140.001;
122.744;-0.000376456;140.001;
123.027;-0.000377324;140.001;
123.31;-0.000378194;140.001;
123.595;-0.000379066;140.001;
123.88;-0.000379939;140.001;
124.165;-0.000380815;140.001;
124.451;-0.000381693;140.001;
124.738;-0.000382573;140.001;
125.026;-0.000383455;140.001;
125.314;-0.000384339;140.001;
125.603;-0.000385225;140.001;
125.893;-0.000386113;140.001;
126.183;-0.000387003;140.001;
126.474;-0.000387895;140.001;
126.765;-0.000388789;140.001;
127.057;-0.000389686;140.001;
127.35;-0.000390584;140.001;
127.644;-0.000391484;140.001;
127.938;-0.000392387;140.001;
128.233;-0.000393291;140.001;
128.529;-0.000394198;140.001;
128.825;-0.000395107;140.001;
129.122;-0.000396017;140.001;
129.42;-0.00039693;140.001;
129.718;-0.000397845;140.001;
130.017;-0.000398762;140.001;
130.317;-0.000399682;140.001;
130.617;-0.000400603;140.001;
130.918;-0.000401527;140.001;
131.22;-0.000402452;140.001;
131.522;-0.00040338;140.001;
131.826;-0.00040431;140.001;
132.13;-0.000405242;140.001;
132.434;-0.000406176;140.001;
132.739;-0.000407112;140.001;
133.045;-0.000408051;140.001;
133.352;-0.000408991;140.001;
133.66;-0.000409934;140.001;
133.968;-0.000410879;140.001;
134.276;-0.000411826;140.001;
134.586;-0.000412776;140.001;
134.896;-0.000413727;140.001;
135.207;-0.000414681;140.001;
135.519;-0.000415637;140.001;
135.831;-0.000416595;140.001;
136.144;-0.000417556;140.001;
136.458;-0.000418518;140.001;
136.773;-0.000419483;140.001;
137.088;-0.00042045;140.001;
137.404;-0.000421419;140.001;
137.721;-0.000422391;140.001;
138.038;-0.000423364;140.001;
138.357;-0.00042434;140.001;
138.676;-0.000425318;140.001;
138.995;-0.000426299;140.001;
139.316;-0.000427282;140.001;
139.637;-0.000428267;140.001;
139.959;-0.000429254;140.001;
140.281;-0.000430243;140.001;
140.605;-0.000431235;140.001;
140.929;-0.000432229;140.001;
141.254;-0.000433226;140.001;
141.579;-0.000434224;140.001;
141.906;-0.000435225;140.001;
142.233;-0.000436229;140.001;
142.561;-0.000437234;140.001;
142.889;-0.000438242;140.001;
143.219;-0.000439252;140.001;
143.549;-0.000440265;140.001;
143.88;-0.00044128;140.001;
144.212;-0.000442297;140.001;
144.544;-0.000443317;140.001;
144.877;-0.000444339;140.001;
145.211;-0.000445363;140.001;
145.546;-0.00044639;140.001;
145.881;-0.000447419;140.001;
146.218;-0.00044845;140.001;
146.555;-0.000449484;140.001;
146.893;-0.00045052;140.001;
147.231;-0.000451559;140.001;
147.571;-0.0004526;140.001;
147.911;-0.000453643;140.001;
148.252;-0.000454689;140.001;
148.594;-0.000455737;140.001;
148.936;-0.000456787;140.001;
149.279;-0.00045784;140.001;
149.624;-0.000458896;140.001;
149.968;-0.000459954;140.001;
150.314;-0.000461014;140.001;
150.661;-0.000462077;140.001;
151.008;-0.000463142;140.001;
151.356;-0.00046421;140.001;
151.705;-0.00046528;140.001;
152.055;-0.000466352;140.001;
152.405;-0.000467427;140.001;
152.757;-0.000468505;140.001;
153.109;-0.000469585;140.001;
153.462;-0.000470667;140.001;
153.815;-0.000471752;140.001;
154.17;-0.00047284;140.001;
154.525;-0.00047393;140.001;
154.882;-0.000475022;140.001;
155.239;-0.000476118;140.001;
155.597;-0.000477215;140.001;
155.955;-0.000478315;140.001;
156.315;-0.000479418;140.001;
156.675;-0.000480523;140.001;
157.036;-0.000481631;140.001;
157.398;-0.000482741;140.001;
157.761;-0.000483854;140.001;
158.125;-0.000484969;140.001;
158.489;-0.000486087;140.001;
158.855;-0.000487208;140.001;
159.221;-0.000488331;140.001;
159.588;-0.000489457;140.001;
159.956;-0.000490585;140.001;
160.325;-0.000491716;140.001;
160.694;-0.000492849;140.001;
161.065;-0.000493985;140.001;
161.436;-0.000495124;140.001;
161.808;-0.000496266;140.001;
162.181;-0.00049741;140.001;
162.555;-0.000498556;140.001;
162.93;-0.000499705;140.001;
163.305;-0.000500857;140.001;
163.682;-0.000502012;140.001;
164.059;-0.000503169;140.001;
164.437;-0.000504329;140.001;
164.816;-0.000505492;140.001;
165.196;-0.000506657;140.001;
165.577;-0.000507825;140.001;
165.959;-0.000508996;140.001;
166.341;-0.000510169;140.001;
166.725;-0.000511345;140.001;
167.109;-0.000512524;140.001;
167.494;-0.000513705;140.001;
167.88;-0.00051489;140.001;
168.267;-0.000516076;140.001;
168.655;-0.000517266;140.001;
169.044;-0.000518459;140.001;
169.434;-0.000519654;140.001;
169.824;-0.000520852;140.001;
170.216;-0.000522052;140.001;
170.608;-0.000523256;140.001;
171.002;-0.000524462;140.001;
171.396;-0.000525671;140.001;
171.791;-0.000526883;140.001;
172.187;-0.000528097;140.001;
172.584;-0.000529315;140.001;
172.982;-0.000530535;140.001;
173.38;-0.000531758;140.001;
173.78;-0.000532984;140.001;
174.181;-0.000534212;140.001;
174.582;-0.000535444;140.001;
174.985;-0.000536678;140.001;
175.388;-0.000537915;140.001;
175.792;-0.000539155;140.001;
176.198;-0.000540398;140.001;
176.604;-0.000541644;140.001;
177.011;-0.000542893;140.001;
177.419;-0.000544144;140.001;
177.828;-0.000545399;140.001;
178.238;-0.000546656;140.001;
178.649;-0.000547916;140.001;
179.061;-0.000549179;140.001;
179.473;-0.000550445;140.001;
179.887;-0.000551714;140.001;
180.302;-0.000552986;140.001;
180.717;-0.000554261;140.001;
181.134;-0.000555538;140.001;
181.552;-0.000556819;140.001;
181.97;-0.000558103;140.001;
182.39;-0.000559389;140.001;
182.81;-0.000560679;140.001;
183.231;-0.000561971;140.001;
183.654;-0.000563267;140.001;
184.077;-0.000564565;140.001;
184.502;-0.000565866;140.001;
184.927;-0.000567171;140.001;
185.353;-0.000568478;140.001;
185.78;-0.000569789;140.001;
186.209;-0.000571102;140.001;
186.638;-0.000572419;140.001;
187.068;-0.000573738;140.001;
187.499;-0.000575061;140.001;
187.932;-0.000576387;140.001;
188.365;-0.000577715;140.001;
188.799;-0.000579047;140.001;
189.234;-0.000580382;140.001;
189.671;-0.00058172;140.001;
190.108;-0.000583061;140.001;
190.546;-0.000584405;140.001;
190.985;-0.000585752;140.001;
191.426;-0.000587102;140.001;
191.867;-0.000588456;140.001;
192.309;-0.000589812;140.001;
192.752;-0.000591172;140.001;
193.197;-0.000592535;140.001;
193.642;-0.000593901;140.001;
194.089;-0.00059527;140.001;
194.536;-0.000596642;140.001;
194.984;-0.000598017;140.001;
195.434;-0.000599396;140.001;
195.884;-0.000600778;140.001;
196.336;-0.000602163;140.001;
196.789;-0.000603551;140.001;
197.242;-0.000604942;140.001;
197.697;-0.000606337;140.001;
198.153;-0.000607734;140.001;
198.609;-0.000609135;140.001;
199.067;-0.00061054;140.001;
199.526;-0.000611947;140.001;
199.986;-0.000613358;140.001;
200.447;-0.000614772;140.001;
200.909;-0.000616189;140.001;
201.372;-0.000617609;140.001;
201.837;-0.000619033;140.001;
202.302;-0.00062046;140.001;
202.768;-0.00062189;140.001;
203.236;-0.000623324;140.001;
203.704;-0.000624761;140.001;
204.174;-0.000626201;140.001;
204.644;-0.000627645;140.001;
205.116;-0.000629091;140.001;
205.589;-0.000630542;140.001;
206.063;-0.000631995;140.001;
206.538;-0.000633452;140.001;
207.014;-0.000634912;140.001;
207.491;-0.000636376;140.001;
207.97;-0.000637843;140.001;
208.449;-0.000639313;140.001;
208.93;-0.000640787;140.001;
209.411;-0.000642264;140.001;
209.894;-0.000643745;140.001;
210.378;-0.000645229;140.001;
210.863;-0.000646716;140.001;
211.349;-0.000648207;140.001;
211.836;-0.000649701;140.001;
212.324;-0.000651199;140.001;
212.814;-0.0006527;140.001;
213.304;-0.000654205;140.001;
213.796;-0.000655713;140.001;
214.289;-0.000657224;140.001;
214.783;-0.00065874;140.001;
215.278;-0.000660258;140.001;
215.774;-0.00066178;140.001;
216.272;-0.000663306;140.001;
216.77;-0.000664835;140.001;
217.27;-0.000666367;140.001;
217.771;-0.000667903;140.001;
218.273;-0.000669443;140.001;
218.776;-0.000670986;140.001;
219.28;-0.000672533;140.001;
219.786;-0.000674083;140.001;
220.293;-0.000675637;140.001;
220.8;-0.000677195;140.001;
221.309;-0.000678756;140.001;
221.82;-0.000680321;140.001;
222.331;-0.000681889;140.001;
222.844;-0.000683461;140.001;
223.357;-0.000685036;140.001;
223.872;-0.000686616;140.001;
224.388;-0.000688198;140.001;
224.905;-0.000689785;140.001;
225.424;-0.000691375;140.001;
225.944;-0.000692969;140.001;
226.464;-0.000694566;140.001;
226.986;-0.000696167;140.001;
227.51;-0.000697772;140.001;
228.034;-0.000699381;140.001;
228.56;-0.000700993;140.001;
229.087;-0.000702609;140.001;
229.615;-0.000704228;140.001;
230.144;-0.000705852;140.001;
230.675;-0.000707479;140.001;
231.206;-0.00070911;140.001;
231.739;-0.000710745;140.001;
232.274;-0.000712383;140.001;
232.809;-0.000714025;140.001;
233.346;-0.000715671;140.001;
233.884;-0.000717321;140.001;
234.423;-0.000718975;140.001;
234.963;-0.000720632;140.001;
235.505;-0.000722293;140.001;
236.048;-0.000723958;140.001;
236.592;-0.000725627;140.001;
237.137;-0.0007273;140.001;
237.684;-0.000728976;140.001;
238.232;-0.000730657;140.001;
238.781;-0.000732341;140.001;
239.332;-0.000734029;140.001;
239.883;-0.000735722;140.001;
240.436;-0.000737418;140.001;
240.991;-0.000739117;140.001;
241.546;-0.000740821;140.001;
242.103;-0.000742529;140.001;
242.661;-0.000744241;140.001;
243.22;-0.000745956;140.001;
243.781;-0.000747676;140.001;
244.343;-0.0007494;140.001;
244.906;-0.000751127;140.001;
245.471;-0.000752859;140.001;
246.037;-0.000754594;140.001;
246.604;-0.000756334;140.001;
247.172;-0.000758077;140.001;
247.742;-0.000759825;140.001;
248.313;-0.000761576;140.001;
248.886;-0.000763332;140.001;
249.459;-0.000765092;140.001;
250.035;-0.000766855;140.001;
250.611;-0.000768623;140.001;
251.189;-0.000770395;140.001;
251.768;-0.000772171;140.001;
252.348;-0.000773951;140.001;
252.93;-0.000775735;140.001;
253.513;-0.000777523;140.001;
254.097;-0.000779316;140.001;
254.683;-0.000781112;140.001;
255.27;-0.000782913;140.001;
255.859;-0.000784717;140.001;
256.448;-0.000786526;140.001;
257.04;-0.00078834;140.001;
257.632;-0.000790157;140.001;
258.226;-0.000791978;140.001;
258.821;-0.000793804;140.001;
259.418;-0.000795634;140.001;
260.016;-0.000797468;140.001;
260.615;-0.000799306;140.001;
261.216;-0.000801149;140.001;
261.818;-0.000802996;140.001;
262.422;-0.000804847;140.001;
263.027;-0.000806702;140.001;
263.633;-0.000808562;140.001;
264.241;-0.000810426;140.001;
264.85;-0.000812294;140.001;
265.461;-0.000814167;140.001;
266.073;-0.000816043;140.001;
266.686;-0.000817925;140.001;
267.301;-0.00081981;140.001;
267.917;-0.0008217;140.001;
268.534;-0.000823594;140.001;
269.153;-0.000825493;140.001;
269.774;-0.000827396;140.001;
270.396;-0.000829303;140.001;
271.019;-0.000831215;140.001;
271.644;-0.000833131;140.001;
272.27;-0.000835051;140.001;
272.898;-0.000836976;140.001;
273.527;-0.000838906;140.001;
274.157;-0.00084084;140.001;
274.789;-0.000842778;140.001;
275.423;-0.000844721;140.001;
276.058;-0.000846668;140.001;
276.694;-0.00084862;140.001;
277.332;-0.000850576;140.001;
277.971;-0.000852537;140.001;
278.612;-0.000854502;140.001;
279.254;-0.000856472;140.001;
279.898;-0.000858446;140.001;
280.543;-0.000860425;140.001;
281.19;-0.000862409;140.001;
281.838;-0.000864397;140.001;
282.488;-0.000866389;140.001;
283.139;-0.000868386;140.001;
283.792;-0.000870388;140.001;
284.446;-0.000872395;140.001;
285.102;-0.000874406;140.001;
285.759;-0.000876421;140.001;
286.418;-0.000878442;140.001;
287.078;-0.000880467;140.001;
287.74;-0.000882497;140.001;
288.403;-0.000884531;140.001;
289.068;-0.00088657;140.001;
289.734;-0.000888614;140.001;
290.402;-0.000890662;140.001;
291.072;-0.000892715;140.001;
291.743;-0.000894773;140.001;
292.415;-0.000896836;140.001;
293.089;-0.000898903;140.001;
293.765;-0.000900975;140.001;
294.442;-0.000903052;140.001;
295.121;-0.000905134;140.001;
295.801;-0.000907221;140.001;
296.483;-0.000909312;140.001;
297.167;-0.000911408;140.001;
297.852;-0.000913509;140.001;
298.538;-0.000915615;140.001;
299.226;-0.000917726;140.001;
299.916;-0.000919841;140.001;
300.608;-0.000921962;140.001;
301.301;-0.000924087;140.001;
301.995;-0.000926217;140.001;
302.691;-0.000928352;140.001;
303.389;-0.000930492;140.001;
304.089;-0.000932637;140.001;
304.789;-0.000934787;140.001;
305.492;-0.000936942;140.001;
306.196;-0.000939102;140.001;
306.902;-0.000941267;140.001;
307.61;-0.000943437;140.001;
308.319;-0.000945612;140.001;
309.03;-0.000947791;140.001;
309.742;-0.000949976;140.001;
310.456;-0.000952166;140.001;
311.172;-0.000954361;140.001;
311.889;-0.000956561;140.001;
312.608;-0.000958766;140.001;
313.329;-0.000960976;140.001;
314.051;-0.000963192;140.001;
314.775;-0.000965412;140.001;
315.5;-0.000967637;140.001;
316.228;-0.000969868;140.001;
316.957;-0.000972104;140.001;
317.687;-0.000974345;140.001;
318.42;-0.000976591;140.001;
319.154;-0.000978842;140.001;
319.89;-0.000981099;140.001;
320.627;-0.00098336;140.001;
321.366;-0.000985627;140.001;
322.107;-0.000987899;140.001;
322.849;-0.000990176;140.001;
323.594;-0.000992459;140.001;
324.34;-0.000994747;140.001;
325.087;-0.00099704;140.001;
325.837;-0.000999338;140.001;
326.588;-0.00100164;140.001;
327.341;-0.00100395;140.001;
328.095;-0.00100627;140.001;
328.852;-0.00100858;140.001;
329.61;-0.00101091;140.001;
330.37;-0.00101324;140.001;
331.131;-0.00101558;140.001;
331.894;-0.00101792;140.001;
332.66;-0.00102026;140.001;
333.426;-0.00102262;140.001;
334.195;-0.00102497;140.001;
334.965;-0.00102734;140.001;
335.738;-0.0010297;140.001;
336.512;-0.00103208;140.001;
337.287;-0.00103446;140.001;
338.065;-0.00103684;140.001;
338.844;-0.00103923;140.001;
339.625;-0.00104163;140.001;
340.408;-0.00104403;140.001;
341.193;-0.00104644;140.001;
341.979;-0.00104885;140.001;
342.768;-0.00105127;140.001;
343.558;-0.00105369;140.001;
344.35;-0.00105612;140.001;
345.144;-0.00105855;140.001;
345.939;-0.00106099;140.001;
346.737;-0.00106344;140.001;
347.536;-0.00106589;140.001;
348.337;-0.00106835;140.001;
349.14;-0.00107081;140.001;
349.945;-0.00107328;140.001;
350.752;-0.00107575;140.001;
351.56;-0.00107823;140.001;
352.371;-0.00108072;140.001;
353.183;-0.00108321;140.001;
353.997;-0.00108571;140.001;
354.813;-0.00108821;140.001;
355.631;-0.00109072;140.001;
356.451;-0.00109323;140.001;
357.273;-0.00109575;140.001;
358.096;-0.00109828;140.001;
358.922;-0.00110081;140.001;
359.749;-0.00110335;140.001;
360.579;-0.00110589;140.001;
361.41;-0.00110844;140.001;
362.243;-0.00111099;140.001;
363.078;-0.00111356;140.001;
363.915;-0.00111612;140.001;
364.754;-0.0011187;140.001;
365.595;-0.00112127;140.001;
366.438;-0.00112386;140.001;
367.282;-0.00112645;140.001;
368.129;-0.00112905;140.001;
368.978;-0.00113165;140.001;
369.828;-0.00113426;140.001;
370.681;-0.00113687;140.001;
371.535;-0.00113949;140.001;
372.392;-0.00114212;140.001;
373.25;-0.00114475;140.001;
374.111;-0.00114739;140.001;
374.973;-0.00115004;140.001;
375.837;-0.00115269;140.001;
376.704;-0.00115535;140.001;
377.572;-0.00115801;140.001;
378.443;-0.00116068;140.001;
379.315;-0.00116335;140.001;
380.189;-0.00116604;140.001;
381.066;-0.00116872;140.001;
381.944;-0.00117142;140.001;
382.825;-0.00117412;140.001;
383.707;-0.00117682;140.001;
384.592;-0.00117954;140.001;
385.478;-0.00118226;140.001;
386.367;-0.00118498;140.001;
387.258;-0.00118771;140.001;
388.15;-0.00119045;140.001;
389.045;-0.0011932;140.001;
389.942;-0.00119595;140.001;
390.841;-0.0011987;140.001;
391.742;-0.00120147;140.001;
392.645;-0.00120424;140.001;
393.55;-0.00120701;140.001;
394.457;-0.00120979;140.001;
395.367;-0.00121258;140.001;
396.278;-0.00121538;140.001;
397.192;-0.00121818;140.001;
398.107;-0.00122099;140.001;
399.025;-0.0012238;140.001;
399.945;-0.00122662;140.001;
400.867;-0.00122945;140.001;
401.791;-0.00123229;140.001;
402.717;-0.00123513;140.001;
403.645;-0.00123797;140.001;
404.576;-0.00124083;140.001;
405.509;-0.00124369;140.001;
406.443;-0.00124655;140.001;
407.38;-0.00124943;140.001;
408.319;-0.00125231;140.001;
409.261;-0.0012552;140.001;
410.204;-0.00125809;140.001;
411.15;-0.00126099;140.001;
412.098;-0.0012639;140.001;
413.048;-0.00126681;140.001;
414;-0.00126973;140.001;
414.954;-0.00127266;140.001;
415.911;-0.00127559;140.001;
416.869;-0.00127853;140.001;
417.83;-0.00128148;140.001;
418.794;-0.00128443;140.001;
419.759;-0.00128739;140.001;
420.727;-0.00129036;140.001;
421.697;-0.00129334;140.001;
422.669;-0.00129632;140.001;
423.643;-0.0012993;140.001;
424.62;-0.0013023;140.001;
425.598;-0.0013053;140.001;
426.58;-0.00130831;140.001;
427.563;-0.00131133;140.001;
428.549;-0.00131435;140.001;
429.536;-0.00131738;140.001;
430.527;-0.00132042;140.001;
431.519;-0.00132346;140.001;
432.514;-0.00132651;140.001;
433.511;-0.00132957;140.001;
434.51;-0.00133263;140.001;
435.512;-0.00133571;140.001;
436.516;-0.00133879;140.001;
437.522;-0.00134187;140.001;
438.531;-0.00134496;140.001;
439.542;-0.00134806;140.001;
440.555;-0.00135117;140.001;
441.57;-0.00135429;140.001;
442.588;-0.00135741;140.001;
443.609;-0.00136054;140.001;
444.631;-0.00136367;140.001;
445.656;-0.00136682;140.001;
446.684;-0.00136997;140.001;
447.713;-0.00137313;140.001;
448.745;-0.00137629;140.001;
449.78;-0.00137946;140.001;
450.817;-0.00138264;140.001;
451.856;-0.00138583;140.001;
452.898;-0.00138903;140.001;
453.942;-0.00139223;140.001;
454.988;-0.00139544;140.001;
456.037;-0.00139865;140.001;
457.088;-0.00140188;140.001;
458.142;-0.00140511;140.001;
459.198;-0.00140835;140.001;
460.257;-0.0014116;140.001;
461.318;-0.00141485;140.001;
462.381;-0.00141811;140.001;
463.447;-0.00142138;140.001;
464.515;-0.00142466;140.001;
465.586;-0.00142794;140.001;
466.659;-0.00143123;140.001;
467.735;-0.00143453;140.001;
468.813;-0.00143784;140.001;
469.894;-0.00144115;140.001;
470.977;-0.00144448;140.001;
472.063;-0.00144781;140.001;
473.151;-0.00145114;140.001;
474.242;-0.00145449;140.001;
475.335;-0.00145784;140.001;
476.431;-0.0014612;140.001;
477.529;-0.00146457;140.001;
478.63;-0.00146795;140.001;
479.733;-0.00147133;140.001;
480.839;-0.00147472;140.001;
481.948;-0.00147812;140.001;
483.059;-0.00148153;140.001;
484.172;-0.00148494;140.001;
485.289;-0.00148837;140.001;
486.407;-0.0014918;140.001;
487.528;-0.00149524;140.001;
488.652;-0.00149868;140.001;
489.779;-0.00150214;140.001;
490.908;-0.0015056;140.001;
492.04;-0.00150907;140.001;
493.174;-0.00151255;140.001;
494.311;-0.00151604;140.001;
495.45;-0.00151953;140.001;
496.592;-0.00152303;140.001;
497.737;-0.00152655;140.001;
498.884;-0.00153006;140.001;
500.035;-0.00153359;140.001;
501.187;-0.00153713;140.001;
502.343;-0.00154067;140.001;
503.501;-0.00154422;140.001;
504.661;-0.00154778;140.001;
505.825;-0.00155135;140.001;
506.991;-0.00155493;140.001;
508.159;-0.00155851;140.001;
509.331;-0.0015621;140.001;
510.505;-0.0015657;140.001;
511.682;-0.00156931;140.001;
512.861;-0.00157293;140.001;
514.044;-0.00157656;140.001;
515.229;-0.00158019;140.001;
516.416;-0.00158383;140.001;
517.607;-0.00158748;140.001;
518.8;-0.00159114;140.001;
519.996;-0.00159481;140.001;
521.195;-0.00159849;140.001;
522.396;-0.00160217;140.001;
523.6;-0.00160587;140.001;
524.807;-0.00160957;140.001;
526.017;-0.00161328;140.001;
527.23;-0.001617;140.001;
528.445;-0.00162072;140.001;
529.663;-0.00162446;140.001;
530.884;-0.00162821;140.001;
532.108;-0.00163196;140.001;
533.335;-0.00163572;140.001;
534.564;-0.00163949;140.001;
535.797;-0.00164327;140.001;
537.032;-0.00164706;140.001;
538.27;-0.00165086;140.001;
539.511;-0.00165466;140.001;
540.754;-0.00165847;140.001;
542.001;-0.0016623;140.001;
543.25;-0.00166613;140.001;
544.503;-0.00166997;140.001;
545.758;-0.00167382;140.001;
547.016;-0.00167768;140.001;
548.277;-0.00168155;140.001;
549.541;-0.00168542;140.001;
550.808;-0.00168931;140.001;
552.077;-0.0016932;140.001;
553.35;-0.0016971;140.001;
554.626;-0.00170102;140.001;
555.904;-0.00170494;140.001;
557.186;-0.00170887;140.001;
558.47;-0.00171281;140.001;
559.758;-0.00171676;140.001;
561.048;-0.00172071;140.001;
562.341;-0.00172468;140.001;
563.638;-0.00172866;140.001;
564.937;-0.00173264;140.001;
566.239;-0.00173663;140.001;
567.545;-0.00174064;140.001;
568.853;-0.00174465;140.001;
570.164;-0.00174867;140.001;
571.479;-0.0017527;140.001;
572.796;-0.00175674;140.001;
574.116;-0.00176079;140.001;
575.44;-0.00176485;140.001;
576.766;-0.00176892;140.001;
578.096;-0.001773;140.001;
579.429;-0.00177708;140.001;
580.764;-0.00178118;140.001;
582.103;-0.00178529;140.001;
583.445;-0.0017894;140.001;
584.79;-0.00179353;140.001;
586.138;-0.00179766;140.001;
587.489;-0.00180181;140.001;
588.844;-0.00180596;140.001;
590.201;-0.00181012;140.001;
591.562;-0.00181429;140.001;
592.925;-0.00181848;140.001;
594.292;-0.00182267;140.001;
595.662;-0.00182687;140.001;
597.035;-0.00183108;140.001;
598.412;-0.0018353;140.001;
599.791;-0.00183953;140.001;
601.174;-0.00184377;140.001;
602.56;-0.00184802;140.001;
603.949;-0.00185228;140.001;
605.341;-0.00185655;140.001;
606.736;-0.00186083;140.001;
608.135;-0.00186512;140.001;
609.537;-0.00186942;140.001;
610.942;-0.00187373;140.001;
612.35;-0.00187805;140.001;
613.762;-0.00188238;140.001;
615.177;-0.00188672;140.001;
616.595;-0.00189107;140.001;
618.016;-0.00189543;140.001;
619.441;-0.0018998;140.001;
620.869;-0.00190418;140.001;
622.3;-0.00190857;140.001;
623.735;-0.00191296;140.001;
625.173;-0.00191737;140.001;
626.614;-0.00192179;140.001;
628.058;-0.00192622;140.001;
629.506;-0.00193066;140.001;
630.957;-0.00193512;140.001;
632.412;-0.00193958;140.001;
633.87;-0.00194405;140.001;
635.331;-0.00194853;140.001;
636.796;-0.00195302;140.001;
638.263;-0.00195752;140.001;
639.735;-0.00196203;140.001;
641.21;-0.00196656;140.001;
642.688;-0.00197109;140.001;
644.169;-0.00197563;140.001;
645.654;-0.00198019;140.001;
647.143;-0.00198475;140.001;
648.634;-0.00198933;140.001;
650.13;-0.00199391;140.001;
651.628;-0.00199851;140.001;
653.131;-0.00200312;140.001;
654.636;-0.00200773;140.001;
656.145;-0.00201236;140.001;
657.658;-0.002017;140.001;
659.174;-0.00202165;140.001;
660.693;-0.00202631;140.001;
662.217;-0.00203098;140.001;
663.743;-0.00203566;140.001;
665.273;-0.00204036;140.001;
666.807;-0.00204506;140.001;
668.344;-0.00204977;140.001;
669.885;-0.0020545;140.001;
671.429;-0.00205923;140.001;
672.977;-0.00206398;140.001;
674.528;-0.00206874;140.001;
676.083;-0.00207351;140.001;
677.642;-0.00207829;140.001;
679.204;-0.00208308;140.001;
680.769;-0.00208788;140.001;
682.339;-0.00209269;140.001;
683.912;-0.00209752;140.001;
685.488;-0.00210235;140.001;
687.068;-0.0021072;140.001;
688.652;-0.00211206;140.001;
690.24;-0.00211692;140.001;
691.831;-0.0021218;140.001;
693.426;-0.00212669;140.001;
695.024;-0.0021316;140.001;
696.627;-0.00213651;140.001;
698.232;-0.00214144;140.001;
699.842;-0.00214637;140.001;
701.455;-0.00215132;140.001;
703.072;-0.00215628;140.001;
704.693;-0.00216125;140.001;
706.318;-0.00216623;140.001;
707.946;-0.00217122;140.001;
709.578;-0.00217623;140.001;
711.214;-0.00218125;140.001;
712.853;-0.00218627;140.001;
714.496;-0.00219131;140.001;
716.143;-0.00219637;140.001;
717.794;-0.00220143;140.001;
719.449;-0.0022065;140.001;
721.107;-0.00221159;140.001;
722.77;-0.00221669;140.001;
724.436;-0.0022218;140.001;
726.106;-0.00222692;140.001;
727.78;-0.00223205;140.001;
729.458;-0.0022372;140.001;
731.139;-0.00224235;140.001;
732.825;-0.00224752;140.001;
