frequency;V(/OPA858/VOUT) (phase);V(/OPA858/VOUT) (gain);
1.05925e+07;-80.9374;112.186;
1.0617e+07;-80.9714;112.127;
1.06414e+07;-81.0052;112.068;
1.0666e+07;-81.0389;112.008;
1.06905e+07;-81.0724;111.949;
1.07152e+07;-81.1059;111.889;
1.07399e+07;-81.1391;111.83;
1.07647e+07;-81.1723;111.771;
1.07895e+07;-81.2053;111.711;
1.08143e+07;-81.2382;111.652;
1.08393e+07;-81.2709;111.593;
1.08643e+07;-81.3035;111.533;
1.08893e+07;-81.336;111.474;
1.09144e+07;-81.3683;111.414;
1.09396e+07;-81.4005;111.355;
1.09648e+07;-81.4326;111.296;
1.09901e+07;-81.4645;111.236;
1.10154e+07;-81.4964;111.177;
1.10408e+07;-81.528;111.117;
1.10662e+07;-81.5596;111.058;
1.10917e+07;-81.591;110.999;
1.11173e+07;-81.6223;110.939;
1.11429e+07;-81.6535;110.88;
1.11686e+07;-81.6846;110.82;
1.11944e+07;-81.7155;110.761;
1.12202e+07;-81.7463;110.701;
1.1246e+07;-81.777;110.642;
1.1272e+07;-81.8076;110.582;
1.1298e+07;-81.838;110.523;
1.1324e+07;-81.8683;110.463;
1.13501e+07;-81.8985;110.404;
1.13763e+07;-81.9286;110.344;
1.14025e+07;-81.9585;110.285;
1.14288e+07;-81.9884;110.225;
1.14551e+07;-82.0181;110.166;
1.14815e+07;-82.0477;110.106;
1.1508e+07;-82.0772;110.047;
1.15345e+07;-82.1066;109.987;
1.15611e+07;-82.1358;109.928;
1.15878e+07;-82.165;109.868;
1.16145e+07;-82.194;109.809;
1.16413e+07;-82.2229;109.749;
1.16681e+07;-82.2517;109.69;
1.1695e+07;-82.2804;109.63;
1.1722e+07;-82.309;109.571;
1.1749e+07;-82.3374;109.511;
1.17761e+07;-82.3658;109.452;
1.18032e+07;-82.394;109.392;
1.18304e+07;-82.4222;109.333;
1.18577e+07;-82.4502;109.273;
1.1885e+07;-82.4781;109.213;
1.19124e+07;-82.5059;109.154;
1.19399e+07;-82.5337;109.094;
1.19674e+07;-82.5613;109.035;
1.1995e+07;-82.5887;108.975;
1.20226e+07;-82.6161;108.916;
1.20504e+07;-82.6434;108.856;
1.20781e+07;-82.6706;108.796;
1.2106e+07;-82.6977;108.737;
1.21339e+07;-82.7247;108.677;
1.21619e+07;-82.7515;108.618;
1.21899e+07;-82.7783;108.558;
1.2218e+07;-82.805;108.498;
1.22462e+07;-82.8315;108.439;
1.22744e+07;-82.858;108.379;
1.23027e+07;-82.8844;108.32;
1.2331e+07;-82.9107;108.26;
1.23595e+07;-82.9368;108.2;
1.2388e+07;-82.9629;108.141;
1.24165e+07;-82.9889;108.081;
1.24451e+07;-83.0148;108.022;
1.24738e+07;-83.0405;107.962;
1.25026e+07;-83.0662;107.902;
1.25314e+07;-83.0918;107.843;
1.25603e+07;-83.1173;107.783;
1.25893e+07;-83.1427;107.723;
1.26183e+07;-83.168;107.664;
1.26474e+07;-83.1933;107.604;
1.26765e+07;-83.2184;107.544;
1.27057e+07;-83.2434;107.485;
1.2735e+07;-83.2684;107.425;
1.27644e+07;-83.2932;107.365;
1.27938e+07;-83.318;107.306;
1.28233e+07;-83.3426;107.246;
1.28529e+07;-83.3672;107.186;
1.28825e+07;-83.3917;107.127;
1.29122e+07;-83.4161;107.067;
1.2942e+07;-83.4404;107.007;
1.29718e+07;-83.4647;106.948;
1.30017e+07;-83.4888;106.888;
1.30317e+07;-83.5129;106.828;
1.30617e+07;-83.5368;106.769;
1.30918e+07;-83.5607;106.709;
1.3122e+07;-83.5845;106.649;
1.31522e+07;-83.6082;106.59;
1.31826e+07;-83.6318;106.53;
1.3213e+07;-83.6554;106.47;
1.32434e+07;-83.6788;106.411;
1.32739e+07;-83.7022;106.351;
1.33045e+07;-83.7255;106.291;
1.33352e+07;-83.7487;106.231;
1.3366e+07;-83.7719;106.172;
1.33968e+07;-83.7949;106.112;
1.34276e+07;-83.8179;106.052;
1.34586e+07;-83.8408;105.993;
1.34896e+07;-83.8636;105.933;
1.35207e+07;-83.8863;105.873;
1.35519e+07;-83.9089;105.813;
1.35831e+07;-83.9315;105.754;
1.36144e+07;-83.954;105.694;
1.36458e+07;-83.9764;105.634;
1.36773e+07;-83.9988;105.574;
1.37088e+07;-84.021;105.515;
1.37404e+07;-84.0432;105.455;
1.37721e+07;-84.0653;105.395;
1.38038e+07;-84.0874;105.335;
1.38357e+07;-84.1093;105.276;
1.38676e+07;-84.1312;105.216;
1.38995e+07;-84.153;105.156;
1.39316e+07;-84.1747;105.097;
1.39637e+07;-84.1964;105.037;
1.39959e+07;-84.218;104.977;
1.40281e+07;-84.2395;104.917;
1.40605e+07;-84.2609;104.857;
1.40929e+07;-84.2823;104.798;
1.41254e+07;-84.3036;104.738;
1.41579e+07;-84.3248;104.678;
1.41906e+07;-84.346;104.618;
1.42233e+07;-84.3671;104.559;
1.42561e+07;-84.3881;104.499;
1.42889e+07;-84.409;104.439;
1.43219e+07;-84.4299;104.379;
1.43549e+07;-84.4507;104.32;
1.4388e+07;-84.4715;104.26;
1.44212e+07;-84.4921;104.2;
1.44544e+07;-84.5127;104.14;
1.44877e+07;-84.5333;104.08;
1.45211e+07;-84.5537;104.021;
1.45546e+07;-84.5741;103.961;
1.45881e+07;-84.5945;103.901;
1.46218e+07;-84.6148;103.841;
1.46555e+07;-84.635;103.782;
1.46893e+07;-84.6551;103.722;
1.47231e+07;-84.6752;103.662;
1.47571e+07;-84.6952;103.602;
1.47911e+07;-84.7151;103.542;
1.48252e+07;-84.735;103.483;
1.48594e+07;-84.7548;103.423;
1.48936e+07;-84.7746;103.363;
1.49279e+07;-84.7943;103.303;
1.49624e+07;-84.8139;103.243;
1.49968e+07;-84.8335;103.184;
1.50314e+07;-84.853;103.124;
1.50661e+07;-84.8724;103.064;
1.51008e+07;-84.8918;103.004;
1.51356e+07;-84.9111;102.944;
1.51705e+07;-84.9304;102.885;
1.52055e+07;-84.9496;102.825;
1.52405e+07;-84.9687;102.765;
1.52757e+07;-84.9878;102.705;
1.53109e+07;-85.0068;102.645;
1.53462e+07;-85.0258;102.585;
1.53815e+07;-85.0447;102.526;
1.5417e+07;-85.0635;102.466;
1.54525e+07;-85.0823;102.406;
1.54882e+07;-85.1011;102.346;
1.55239e+07;-85.1197;102.286;
1.55597e+07;-85.1383;102.226;
1.55955e+07;-85.1569;102.167;
1.56315e+07;-85.1754;102.107;
1.56675e+07;-85.1938;102.047;
1.57036e+07;-85.2122;101.987;
1.57398e+07;-85.2306;101.927;
1.57761e+07;-85.2489;101.867;
1.58125e+07;-85.2671;101.808;
1.58489e+07;-85.2853;101.748;
1.58855e+07;-85.3034;101.688;
1.59221e+07;-85.3214;101.628;
1.59588e+07;-85.3394;101.568;
1.59956e+07;-85.3574;101.508;
1.60325e+07;-85.3753;101.449;
1.60694e+07;-85.3931;101.389;
1.61065e+07;-85.4109;101.329;
1.61436e+07;-85.4287;101.269;
1.61808e+07;-85.4464;101.209;
1.62181e+07;-85.464;101.149;
1.62555e+07;-85.4816;101.09;
1.6293e+07;-85.4992;101.03;
1.63305e+07;-85.5166;100.97;
1.63682e+07;-85.5341;100.91;
1.64059e+07;-85.5515;100.85;
1.64437e+07;-85.5688;100.79;
1.64816e+07;-85.5861;100.73;
1.65196e+07;-85.6033;100.671;
1.65577e+07;-85.6205;100.611;
1.65959e+07;-85.6377;100.551;
1.66341e+07;-85.6547;100.491;
1.66725e+07;-85.6718;100.431;
1.67109e+07;-85.6888;100.371;
1.67494e+07;-85.7057;100.311;
1.6788e+07;-85.7226;100.251;
1.68267e+07;-85.7395;100.192;
1.68655e+07;-85.7563;100.132;
1.69044e+07;-85.773;100.072;
1.69434e+07;-85.7897;100.012;
1.69824e+07;-85.8064;99.9521;
1.70216e+07;-85.823;99.8923;
1.70608e+07;-85.8396;99.8324;
1.71002e+07;-85.8561;99.7725;
1.71396e+07;-85.8726;99.7127;
1.71791e+07;-85.889;99.6528;
1.72187e+07;-85.9054;99.5929;
1.72584e+07;-85.9218;99.533;
1.72982e+07;-85.9381;99.4731;
1.7338e+07;-85.9543;99.4133;
1.7378e+07;-85.9705;99.3534;
1.74181e+07;-85.9867;99.2935;
1.74582e+07;-86.0028;99.2336;
1.74985e+07;-86.0189;99.1737;
1.75388e+07;-86.035;99.1139;
1.75792e+07;-86.051;99.054;
1.76198e+07;-86.0669;98.9941;
1.76604e+07;-86.0828;98.9342;
1.77011e+07;-86.0987;98.8743;
1.77419e+07;-86.1145;98.8144;
1.77828e+07;-86.1303;98.7545;
1.78238e+07;-86.1461;98.6947;
1.78649e+07;-86.1618;98.6348;
1.79061e+07;-86.1774;98.5749;
1.79473e+07;-86.193;98.515;
1.79887e+07;-86.2086;98.4551;
1.80302e+07;-86.2242;98.3952;
1.80717e+07;-86.2397;98.3353;
1.81134e+07;-86.2551;98.2754;
1.81552e+07;-86.2706;98.2155;
1.8197e+07;-86.2859;98.1556;
1.8239e+07;-86.3013;98.0957;
1.8281e+07;-86.3166;98.0358;
1.83231e+07;-86.3319;97.9759;
1.83654e+07;-86.3471;97.916;
1.84077e+07;-86.3623;97.8561;
1.84502e+07;-86.3774;97.7962;
1.84927e+07;-86.3925;97.7363;
1.85353e+07;-86.4076;97.6764;
1.8578e+07;-86.4226;97.6165;
1.86209e+07;-86.4376;97.5566;
1.86638e+07;-86.4526;97.4967;
1.87068e+07;-86.4675;97.4368;
1.87499e+07;-86.4824;97.3769;
1.87932e+07;-86.4973;97.317;
1.88365e+07;-86.5121;97.2571;
1.88799e+07;-86.5269;97.1972;
1.89234e+07;-86.5416;97.1373;
1.89671e+07;-86.5563;97.0774;
1.90108e+07;-86.571;97.0174;
1.90546e+07;-86.5856;96.9575;
1.90985e+07;-86.6002;96.8976;
1.91426e+07;-86.6148;96.8377;
1.91867e+07;-86.6293;96.7778;
1.92309e+07;-86.6438;96.7179;
1.92752e+07;-86.6583;96.658;
1.93197e+07;-86.6727;96.5981;
1.93642e+07;-86.6871;96.5381;
1.94089e+07;-86.7015;96.4782;
1.94536e+07;-86.7158;96.4183;
1.94984e+07;-86.7301;96.3584;
1.95434e+07;-86.7444;96.2985;
1.95884e+07;-86.7586;96.2386;
1.96336e+07;-86.7728;96.1786;
1.96789e+07;-86.787;96.1187;
1.97242e+07;-86.8011;96.0588;
1.97697e+07;-86.8152;95.9989;
1.98153e+07;-86.8293;95.939;
1.98609e+07;-86.8433;95.879;
1.99067e+07;-86.8573;95.8191;
1.99526e+07;-86.8713;95.7592;
1.99986e+07;-86.8852;95.6993;
2.00447e+07;-86.8991;95.6394;
2.00909e+07;-86.913;95.5794;
2.01372e+07;-86.9269;95.5195;
2.01837e+07;-86.9407;95.4596;
2.02302e+07;-86.9545;95.3997;
2.02768e+07;-86.9682;95.3397;
2.03236e+07;-86.9819;95.2798;
2.03704e+07;-86.9956;95.2199;
2.04174e+07;-87.0093;95.1599;
2.04644e+07;-87.0229;95.1;
2.05116e+07;-87.0365;95.0401;
2.05589e+07;-87.0501;94.9802;
2.06063e+07;-87.0637;94.9202;
2.06538e+07;-87.0772;94.8603;
2.07014e+07;-87.0907;94.8004;
2.07491e+07;-87.1041;94.7404;
2.0797e+07;-87.1176;94.6805;
2.08449e+07;-87.131;94.6206;
2.0893e+07;-87.1444;94.5606;
2.09411e+07;-87.1577;94.5007;
2.09894e+07;-87.171;94.4408;
2.10378e+07;-87.1843;94.3808;
2.10863e+07;-87.1976;94.3209;
2.11349e+07;-87.2108;94.261;
2.11836e+07;-87.224;94.201;
2.12324e+07;-87.2372;94.1411;
2.12814e+07;-87.2504;94.0812;
2.13304e+07;-87.2635;94.0212;
2.13796e+07;-87.2766;93.9613;
2.14289e+07;-87.2897;93.9013;
2.14783e+07;-87.3027;93.8414;
2.15278e+07;-87.3157;93.7815;
2.15774e+07;-87.3287;93.7215;
2.16272e+07;-87.3417;93.6616;
2.1677e+07;-87.3547;93.6017;
2.1727e+07;-87.3676;93.5417;
2.17771e+07;-87.3805;93.4818;
2.18273e+07;-87.3933;93.4218;
2.18776e+07;-87.4062;93.3619;
2.1928e+07;-87.419;93.3019;
2.19786e+07;-87.4318;93.242;
2.20293e+07;-87.4446;93.1821;
2.208e+07;-87.4573;93.1221;
2.21309e+07;-87.47;93.0622;
2.2182e+07;-87.4827;93.0022;
2.22331e+07;-87.4954;92.9423;
2.22844e+07;-87.508;92.8823;
2.23357e+07;-87.5207;92.8224;
2.23872e+07;-87.5333;92.7624;
2.24388e+07;-87.5458;92.7025;
2.24905e+07;-87.5584;92.6426;
2.25424e+07;-87.5709;92.5826;
2.25944e+07;-87.5834;92.5227;
2.26464e+07;-87.5959;92.4627;
2.26986e+07;-87.6084;92.4028;
2.2751e+07;-87.6208;92.3428;
2.28034e+07;-87.6332;92.2829;
2.2856e+07;-87.6456;92.2229;
2.29087e+07;-87.658;92.163;
2.29615e+07;-87.6703;92.103;
2.30144e+07;-87.6826;92.0431;
2.30675e+07;-87.6949;91.9831;
2.31206e+07;-87.7072;91.9232;
2.31739e+07;-87.7195;91.8632;
2.32274e+07;-87.7317;91.8033;
2.32809e+07;-87.7439;91.7433;
2.33346e+07;-87.7561;91.6834;
2.33884e+07;-87.7683;91.6234;
2.34423e+07;-87.7805;91.5635;
2.34963e+07;-87.7926;91.5035;
2.35505e+07;-87.8047;91.4435;
2.36048e+07;-87.8168;91.3836;
2.36592e+07;-87.8289;91.3236;
2.37137e+07;-87.8409;91.2637;
2.37684e+07;-87.8529;91.2037;
2.38232e+07;-87.865;91.1438;
2.38781e+07;-87.8769;91.0838;
2.39332e+07;-87.8889;91.0239;
2.39883e+07;-87.9009;90.9639;
2.40436e+07;-87.9128;90.9039;
2.40991e+07;-87.9247;90.844;
2.41546e+07;-87.9366;90.784;
2.42103e+07;-87.9485;90.7241;
2.42661e+07;-87.9603;90.6641;
2.4322e+07;-87.9721;90.6042;
2.43781e+07;-87.984;90.5442;
2.44343e+07;-87.9958;90.4842;
2.44906e+07;-88.0075;90.4243;
2.45471e+07;-88.0193;90.3643;
2.46037e+07;-88.031;90.3044;
2.46604e+07;-88.0427;90.2444;
2.47172e+07;-88.0544;90.1844;
2.47742e+07;-88.0661;90.1245;
2.48313e+07;-88.0778;90.0645;
2.48886e+07;-88.0894;90.0046;
2.49459e+07;-88.1011;89.9446;
2.50035e+07;-88.1127;89.8846;
2.50611e+07;-88.1243;89.8247;
2.51189e+07;-88.1359;89.7647;
2.51768e+07;-88.1474;89.7048;
2.52348e+07;-88.159;89.6448;
2.5293e+07;-88.1705;89.5848;
2.53513e+07;-88.182;89.5249;
2.54097e+07;-88.1935;89.4649;
2.54683e+07;-88.205;89.4049;
2.5527e+07;-88.2164;89.345;
2.55859e+07;-88.2279;89.285;
2.56448e+07;-88.2393;89.225;
2.5704e+07;-88.2507;89.1651;
2.57632e+07;-88.2621;89.1051;
2.58226e+07;-88.2735;89.0451;
2.58821e+07;-88.2848;88.9852;
2.59418e+07;-88.2962;88.9252;
2.60016e+07;-88.3075;88.8652;
2.60615e+07;-88.3188;88.8053;
2.61216e+07;-88.3301;88.7453;
2.61818e+07;-88.3414;88.6853;
2.62422e+07;-88.3527;88.6254;
2.63027e+07;-88.3639;88.5654;
2.63633e+07;-88.3751;88.5054;
2.64241e+07;-88.3864;88.4455;
2.6485e+07;-88.3976;88.3855;
2.65461e+07;-88.4088;88.3255;
2.66073e+07;-88.4199;88.2656;
2.66686e+07;-88.4311;88.2056;
2.67301e+07;-88.4422;88.1456;
2.67917e+07;-88.4534;88.0857;
2.68534e+07;-88.4645;88.0257;
2.69153e+07;-88.4756;87.9657;
2.69774e+07;-88.4867;87.9058;
2.70396e+07;-88.4978;87.8458;
2.71019e+07;-88.5088;87.7858;
2.71644e+07;-88.5199;87.7258;
2.7227e+07;-88.5309;87.6659;
2.72898e+07;-88.5419;87.6059;
2.73527e+07;-88.5529;87.5459;
2.74157e+07;-88.5639;87.486;
2.74789e+07;-88.5749;87.426;
2.75423e+07;-88.5859;87.366;
2.76058e+07;-88.5968;87.306;
2.76694e+07;-88.6078;87.2461;
2.77332e+07;-88.6187;87.1861;
2.77971e+07;-88.6296;87.1261;
2.78612e+07;-88.6405;87.0661;
2.79254e+07;-88.6514;87.0062;
2.79898e+07;-88.6623;86.9462;
2.80543e+07;-88.6731;86.8862;
2.8119e+07;-88.684;86.8262;
2.81838e+07;-88.6948;86.7663;
2.82488e+07;-88.7056;86.7063;
2.83139e+07;-88.7165;86.6463;
2.83792e+07;-88.7273;86.5863;
2.84446e+07;-88.7381;86.5264;
2.85102e+07;-88.7488;86.4664;
2.85759e+07;-88.7596;86.4064;
2.86418e+07;-88.7704;86.3464;
2.87078e+07;-88.7811;86.2865;
2.8774e+07;-88.7918;86.2265;
2.88403e+07;-88.8026;86.1665;
2.89068e+07;-88.8133;86.1065;
2.89734e+07;-88.824;86.0466;
2.90402e+07;-88.8346;85.9866;
2.91072e+07;-88.8453;85.9266;
2.91743e+07;-88.856;85.8666;
2.92415e+07;-88.8666;85.8067;
2.93089e+07;-88.8773;85.7467;
2.93765e+07;-88.8879;85.6867;
2.94442e+07;-88.8985;85.6267;
2.95121e+07;-88.9092;85.5667;
2.95801e+07;-88.9198;85.5068;
2.96483e+07;-88.9303;85.4468;
2.97167e+07;-88.9409;85.3868;
2.97852e+07;-88.9515;85.3268;
2.98538e+07;-88.9621;85.2668;
2.99226e+07;-88.9726;85.2069;
2.99916e+07;-88.9831;85.1469;
3.00608e+07;-88.9937;85.0869;
3.01301e+07;-89.0042;85.0269;
3.01995e+07;-89.0147;84.9669;
3.02691e+07;-89.0252;84.907;
3.03389e+07;-89.0357;84.847;
3.04089e+07;-89.0462;84.787;
3.04789e+07;-89.0567;84.727;
3.05492e+07;-89.0671;84.667;
3.06196e+07;-89.0776;84.6071;
3.06902e+07;-89.088;84.5471;
3.0761e+07;-89.0985;84.4871;
3.08319e+07;-89.1089;84.4271;
3.0903e+07;-89.1193;84.3671;
3.09742e+07;-89.1297;84.3072;
3.10456e+07;-89.1401;84.2472;
3.11172e+07;-89.1505;84.1872;
3.11889e+07;-89.1609;84.1272;
3.12608e+07;-89.1713;84.0672;
3.13329e+07;-89.1817;84.0072;
3.14051e+07;-89.192;83.9473;
3.14775e+07;-89.2024;83.8873;
3.155e+07;-89.2127;83.8273;
3.16228e+07;-89.2231;83.7673;
3.16957e+07;-89.2334;83.7073;
3.17687e+07;-89.2437;83.6473;
3.1842e+07;-89.254;83.5874;
3.19154e+07;-89.2643;83.5274;
3.1989e+07;-89.2746;83.4674;
3.20627e+07;-89.2849;83.4074;
3.21366e+07;-89.2952;83.3474;
3.22107e+07;-89.3055;83.2874;
3.22849e+07;-89.3157;83.2274;
3.23594e+07;-89.326;83.1675;
3.2434e+07;-89.3363;83.1075;
3.25087e+07;-89.3465;83.0475;
3.25837e+07;-89.3567;82.9875;
3.26588e+07;-89.367;82.9275;
3.27341e+07;-89.3772;82.8675;
3.28095e+07;-89.3874;82.8075;
3.28852e+07;-89.3976;82.7476;
3.2961e+07;-89.4078;82.6876;
3.3037e+07;-89.418;82.6276;
3.31131e+07;-89.4282;82.5676;
3.31894e+07;-89.4384;82.5076;
3.3266e+07;-89.4486;82.4476;
3.33426e+07;-89.4588;82.3876;
3.34195e+07;-89.469;82.3276;
3.34965e+07;-89.4791;82.2677;
3.35738e+07;-89.4893;82.2077;
3.36512e+07;-89.4994;82.1477;
3.37287e+07;-89.5096;82.0877;
3.38065e+07;-89.5197;82.0277;
3.38844e+07;-89.5298;81.9677;
3.39625e+07;-89.54;81.9077;
3.40408e+07;-89.5501;81.8477;
3.41193e+07;-89.5602;81.7878;
3.41979e+07;-89.5703;81.7278;
3.42768e+07;-89.5804;81.6678;
3.43558e+07;-89.5905;81.6078;
3.4435e+07;-89.6006;81.5478;
3.45144e+07;-89.6107;81.4878;
3.45939e+07;-89.6208;81.4278;
3.46737e+07;-89.6309;81.3678;
3.47536e+07;-89.641;81.3078;
3.48337e+07;-89.6511;81.2478;
3.4914e+07;-89.6611;81.1879;
3.49945e+07;-89.6712;81.1279;
3.50752e+07;-89.6812;81.0679;
3.5156e+07;-89.6913;81.0079;
3.52371e+07;-89.7013;80.9479;
3.53183e+07;-89.7114;80.8879;
3.53997e+07;-89.7214;80.8279;
3.54813e+07;-89.7315;80.7679;
3.55631e+07;-89.7415;80.7079;
3.56451e+07;-89.7515;80.6479;
3.57273e+07;-89.7616;80.5879;
3.58096e+07;-89.7716;80.528;
3.58922e+07;-89.7816;80.468;
3.59749e+07;-89.7916;80.408;
3.60579e+07;-89.8016;80.348;
3.6141e+07;-89.8116;80.288;
3.62243e+07;-89.8216;80.228;
3.63078e+07;-89.8316;80.168;
3.63915e+07;-89.8416;80.108;
3.64754e+07;-89.8516;80.048;
3.65595e+07;-89.8616;79.988;
3.66438e+07;-89.8716;79.928;
3.67282e+07;-89.8816;79.868;
3.68129e+07;-89.8916;79.808;
3.68978e+07;-89.9015;79.748;
3.69828e+07;-89.9115;79.6881;
3.70681e+07;-89.9215;79.6281;
3.71535e+07;-89.9315;79.5681;
3.72392e+07;-89.9414;79.5081;
3.7325e+07;-89.9514;79.4481;
3.74111e+07;-89.9613;79.3881;
3.74973e+07;-89.9713;79.3281;
3.75837e+07;-89.9813;79.2681;
3.76704e+07;-89.9912;79.2081;
3.77572e+07;-90.0012;79.1481;
3.78443e+07;-90.0111;79.0881;
3.79315e+07;-90.0211;79.0281;
3.80189e+07;-90.031;78.9681;
3.81066e+07;-90.0409;78.9081;
3.81944e+07;-90.0509;78.8481;
3.82825e+07;-90.0608;78.7881;
3.83707e+07;-90.0708;78.7281;
3.84592e+07;-90.0807;78.6681;
3.85478e+07;-90.0906;78.6081;
3.86367e+07;-90.1006;78.5482;
3.87258e+07;-90.1105;78.4882;
3.8815e+07;-90.1204;78.4282;
3.89045e+07;-90.1304;78.3682;
3.89942e+07;-90.1403;78.3082;
3.90841e+07;-90.1502;78.2482;
3.91742e+07;-90.1601;78.1882;
3.92645e+07;-90.1701;78.1282;
3.9355e+07;-90.18;78.0682;
3.94457e+07;-90.1899;78.0082;
3.95367e+07;-90.1998;77.9482;
3.96278e+07;-90.2097;77.8882;
3.97192e+07;-90.2197;77.8282;
3.98107e+07;-90.2296;77.7682;
3.99025e+07;-90.2395;77.7082;
3.99945e+07;-90.2494;77.6482;
4.00867e+07;-90.2593;77.5882;
4.01791e+07;-90.2692;77.5282;
4.02717e+07;-90.2792;77.4682;
4.03645e+07;-90.2891;77.4082;
4.04576e+07;-90.299;77.3482;
4.05509e+07;-90.3089;77.2882;
4.06443e+07;-90.3188;77.2282;
4.0738e+07;-90.3287;77.1682;
4.08319e+07;-90.3386;77.1082;
4.09261e+07;-90.3486;77.0482;
4.10204e+07;-90.3585;76.9882;
4.1115e+07;-90.3684;76.9282;
4.12098e+07;-90.3783;76.8682;
4.13048e+07;-90.3882;76.8082;
4.14e+07;-90.3981;76.7482;
4.14954e+07;-90.408;76.6882;
4.15911e+07;-90.418;76.6282;
4.16869e+07;-90.4279;76.5682;
4.1783e+07;-90.4378;76.5082;
4.18794e+07;-90.4477;76.4482;
4.19759e+07;-90.4576;76.3882;
4.20727e+07;-90.4675;76.3282;
4.21697e+07;-90.4775;76.2682;
4.22669e+07;-90.4874;76.2082;
4.23643e+07;-90.4973;76.1482;
4.2462e+07;-90.5072;76.0882;
4.25598e+07;-90.5172;76.0282;
4.2658e+07;-90.5271;75.9682;
4.27563e+07;-90.537;75.9082;
4.28549e+07;-90.5469;75.8482;
4.29536e+07;-90.5569;75.7882;
4.30527e+07;-90.5668;75.7282;
4.31519e+07;-90.5767;75.6682;
4.32514e+07;-90.5867;75.6082;
4.33511e+07;-90.5966;75.5482;
4.3451e+07;-90.6065;75.4882;
4.35512e+07;-90.6165;75.4282;
4.36516e+07;-90.6264;75.3682;
4.37522e+07;-90.6364;75.3082;
4.38531e+07;-90.6463;75.2482;
4.39542e+07;-90.6562;75.1882;
4.40555e+07;-90.6662;75.1282;
4.4157e+07;-90.6761;75.0682;
4.42588e+07;-90.6861;75.0082;
4.43609e+07;-90.6961;74.9482;
4.44631e+07;-90.706;74.8882;
4.45656e+07;-90.716;74.8282;
4.46684e+07;-90.7259;74.7682;
4.47713e+07;-90.7359;74.7082;
4.48745e+07;-90.7459;74.6482;
4.4978e+07;-90.7558;74.5881;
4.50817e+07;-90.7658;74.5281;
4.51856e+07;-90.7758;74.4681;
4.52898e+07;-90.7858;74.4081;
4.53942e+07;-90.7957;74.3481;
4.54988e+07;-90.8057;74.2881;
4.56037e+07;-90.8157;74.2281;
4.57088e+07;-90.8257;74.1681;
4.58142e+07;-90.8357;74.1081;
4.59198e+07;-90.8457;74.0481;
4.60257e+07;-90.8557;73.9881;
4.61318e+07;-90.8657;73.9281;
4.62381e+07;-90.8757;73.8681;
4.63447e+07;-90.8857;73.8081;
4.64515e+07;-90.8957;73.7481;
4.65586e+07;-90.9057;73.6881;
4.66659e+07;-90.9158;73.6281;
4.67735e+07;-90.9258;73.5681;
4.68813e+07;-90.9358;73.5081;
4.69894e+07;-90.9458;73.4481;
4.70977e+07;-90.9559;73.388;
4.72063e+07;-90.9659;73.328;
4.73151e+07;-90.976;73.268;
4.74242e+07;-90.986;73.208;
4.75335e+07;-90.9961;73.148;
4.76431e+07;-91.0061;73.088;
4.77529e+07;-91.0162;73.028;
4.7863e+07;-91.0262;72.968;
4.79733e+07;-91.0363;72.908;
4.80839e+07;-91.0464;72.848;
4.81948e+07;-91.0565;72.788;
4.83059e+07;-91.0665;72.728;
4.84172e+07;-91.0766;72.668;
4.85289e+07;-91.0867;72.608;
4.86407e+07;-91.0968;72.5479;
4.87528e+07;-91.1069;72.4879;
4.88652e+07;-91.117;72.4279;
4.89779e+07;-91.1271;72.3679;
4.90908e+07;-91.1372;72.3079;
4.9204e+07;-91.1474;72.2479;
4.93174e+07;-91.1575;72.1879;
4.94311e+07;-91.1676;72.1279;
4.9545e+07;-91.1778;72.0679;
4.96592e+07;-91.1879;72.0079;
4.97737e+07;-91.198;71.9479;
4.98884e+07;-91.2082;71.8879;
5.00035e+07;-91.2184;71.8278;
5.01187e+07;-91.2285;71.7678;
5.02343e+07;-91.2387;71.7078;
5.03501e+07;-91.2489;71.6478;
5.04661e+07;-91.259;71.5878;
5.05825e+07;-91.2692;71.5278;
5.06991e+07;-91.2794;71.4678;
5.08159e+07;-91.2896;71.4078;
5.09331e+07;-91.2998;71.3478;
5.10505e+07;-91.31;71.2878;
5.11682e+07;-91.3202;71.2277;
5.12861e+07;-91.3305;71.1677;
5.14044e+07;-91.3407;71.1077;
5.15229e+07;-91.3509;71.0477;
5.16416e+07;-91.3612;70.9877;
5.17607e+07;-91.3714;70.9277;
5.188e+07;-91.3817;70.8677;
5.19996e+07;-91.3919;70.8077;
5.21195e+07;-91.4022;70.7477;
5.22396e+07;-91.4124;70.6876;
5.236e+07;-91.4227;70.6276;
5.24807e+07;-91.433;70.5676;
5.26017e+07;-91.4433;70.5076;
5.2723e+07;-91.4536;70.4476;
5.28445e+07;-91.4639;70.3876;
5.29663e+07;-91.4742;70.3276;
5.30884e+07;-91.4845;70.2676;
5.32108e+07;-91.4949;70.2075;
5.33335e+07;-91.5052;70.1475;
5.34564e+07;-91.5155;70.0875;
5.35797e+07;-91.5259;70.0275;
5.37032e+07;-91.5362;69.9675;
5.3827e+07;-91.5466;69.9075;
5.39511e+07;-91.557;69.8475;
5.40754e+07;-91.5674;69.7875;
5.42001e+07;-91.5777;69.7274;
5.4325e+07;-91.5881;69.6674;
5.44503e+07;-91.5985;69.6074;
5.45758e+07;-91.6089;69.5474;
5.47016e+07;-91.6194;69.4874;
5.48277e+07;-91.6298;69.4274;
